brand,category,ingredient,name,page,price,rating,reviews_number,unit
"
            By Iams","Dog,Food","Crude Protein,22.5% min,Crude Fat,12.5% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,0.90 % min,Phosphorus,0.70 % min,L-Carnitine,30 mg/kg min,Omega-6 Fatty Acids,1.96% min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,35 mg/kg min,50 pounds,2 2/3 – 3 cups,60 pounds,3 – 3 1/2 cups,70 pounds,3 1/2 – 4 cups,80 pounds,3 3/4 – 4 1/2 cups,100 pounds,4 1/2 – 5 1/4 cups,120 pounds,5 1/4 – 6 cups,140 pounds,5 3/4 – 6 3/4 cups","
        Iams ProActive Health Adult Large Breed Dry Dog Food",1,"
                        $27.30",/assets/img/ratings/rating-4_7.png,212,30-lb bag
"
            By Taste of the Wild","Dog,Food","Crude Protein,28.0% min,Crude Fat,17.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,DHA (Docosahexaenoic acid),0.05% max,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,175 IU/kg min,Omega 6 Fatty Acids,2.8% min,Omega 3 Fatty Acids,0.3% min,Total Microorganisms,1,000,000 CFU/lb min","
        Taste of the Wild High Prairie Puppy Formula Grain-Free Dry Dog Food",1,"
                        $49.99",/assets/img/ratings/rating-4_7.png,687,30-lb bag
"
            By Nature's Recipe","Dog,Food","Crude Protein,27.0% min,Crude Fat,12.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,1.7% min,Omega 3 Fatty Acids,1.0% min,3 - 10 lbs,1/2 - 2,1/2 - 1 1/2,1/4 - 1,10 - 20 lbs,2 - 3,1 1/2 - 2 1/4,1 - 1 1/2,20 - 50 lbs,3 - 6,2 1/4 - 4 1/2,1 1/2 - 3,50 - 100 lbs,6 - 10,4 1/2 - 7 1/2,3 - 5,> 100 lbs,—,—,Add 1/2 cup for each 10 lbs of body weight > 100 lbs","
        Nature's Recipe Grain-Free Salmon, Sweet Potato & Pumpkin Recipe Dry Dog Food",1,"
                        $32.99",/assets/img/ratings/rating-4_7.png,238,24-lb bag
"
            By Merrick","Dog,Food","Crude Protein,38.0% min,Crude Fat,15.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Omega 6 Fatty Acid,3.5% min,Omega 3 Fatty Acid,0.35% min,Glucosamine Hydrochloride,800 mg/kg min,Chondroitin Sulfate,800 mg/kg min,3 lbs,1/3,6 lbs,1/2,10 lbs,3/4,15 lbs,1,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2,50 lbs,2 1/2,60 lbs,3,70 lbs,3 1/2,80 lbs,3 3/4,90 lbs,4,100 lbs,4 1/3","
        Merrick Grain-Free Real Texas Beef + Sweet Potato Recipe Dry Dog Food",1,"
                        $56.83",/assets/img/ratings/rating-4_7.png,416,25-lb bag
"
            By Purina ONE","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.4% min,Calcium,1.0% min,Phosphorus,0.8% min,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin A,13,000 IU/kg min,Vitamin E,250 IU/kg min,Glucosamine*,400 ppm min,Omega 6 Fatty Acids*,1.6% min,3 - 12 lb,1.4 - 5.4 kg ,1/3 - 1 cup,13 - 20 lb,5.9 - 9.1 ,1 - 1 1/2 cups,21 - 35 lb,9.5 - 15.9 kg ,1 1/2 - 2 1/4 cups,36 - 50 lb,16.3 - 22.7 kg ,2 1/4 - 3 cups,51 - 75 lb,23.1 - 34.0 kg ,3 - 4 cups,76 - 100 lb,34.5 - 45.4 kg ,4 - 5 cups,Over 100 lb,Over 45.4 kg ,5 cups plus 1/2 for each 10 lbs (4.5 kg) of body weight over 100 lbs (45.4 kg)","
        Purina ONE SmartBlend Lamb & Rice Formula Adult Premium Dry Dog Food",1,"
                        $26.99",/assets/img/ratings/rating-4_8.png,199,31.1-lb bag
"
            By Wellness","Dog,Food","Crude Protein,34.0% min,Crude Fat,16.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,2.0% max,Phosphorus,1.40% max,Vitamin E,400 IU/kg,Omega-6 Fatty Acids*,3.25% min,Omega-3 Fatty Acids*,0.5% min,Glucosamine*,250 mg/kg min,Chondroitin Sulfate*,200 mg/kg min,Beta-Carotene*,5 mg/kg min,Total Lactic Acid Microorganisms*,+80,000,000 CFU/lb min,6 - 10,¼ - 1¼,20 - 35,1¼ - 1¾,35 - 50,1¾ - 2¼,50 - 65,2¼ - 2¾,65 - 80,2¾ - 3¼,80 - 95,3¼ - 3¾,95 - 115,3¾ - 4¼","
        Wellness CORE Grain-Free Original Turkey & Chicken Recipe Dry Dog Food",1,"
                        $58.48",/assets/img/ratings/rating-4_8.png,451,26-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,13.0% min,Crude Fat,8.0% min,Crude Fiber,7.0% max,Calcium,0.75% max,Phosphorus,0.62% max,Vitamin C,85 ppm min,Vitamin E,450 IU/kg min,5lb ,1,10lb ,2,20lb ,4,40lb ,7,60lb ,9,80lb ,12,100lb ,14,12lb ,16","
        Hill's Prescription Diet Hypo-Treats Dog Treats, 12-oz bag",1,"
                        $7.49",/assets/img/ratings/rating-4_7.png,344,
"
            By Royal Canin Veterinary Diet","Dog,Food","Crude Protein,19.0% min,Crude Fat,17.0% min,Crude Fiber,3.1% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.18% min,Docosahexaenoic Acid (DHA),0.08% min,4 lbs,5/8,6 lbs,7/8,10 lbs,1 1/8,20 lbs,2,30 lbs,2 5/8,40 lbs,3 1/4,50 lbs,3 7/8,60 lbs,4 3/8,70 lbs,4 7/8,80 lbs,5 3/8,90 lbs,5 7/8,100 lbs,6 3/8,110 lbs,6 7/8,120 lbs,7 1/4,130 lbs,7 3/4,140 lbs,8 1/8,150 lbs,8 5/8,160 lbs,9,170 lbs,9 3/8,180 lbs,9 3/4,4.4 lbs,5/8,3/4,3/4,3/4,3/4,3/4,Transition to the Adult Feeding Guidelines,11 lbs,1 1/4,1,1,1,7/8,7/8,Transition to the Adult Feeding Guidelines,22 lbs,1 7/8,2 1/8,2 1/4,2 1/4,2 1/4,2 1/4,Transition to the Adult Feeding Guidelines,33 lbs,2 1/2,2 7/8,3 1/8,3 1/8,3,3,2 7/8,44 lbs,3,3 1/2,3 3/4,3 7/8,3 3/4,3 5/8,3 5/8,66 lbs,3 1/2,4 1/4,4 3/4,5 1/8,5 1/8,4 7/8,4 7/8,88 lbs,4,5 1/4,5 7/8,6 3/8,6 1/4,6 1/8,6 1/8,110 lbs,5 1/4,6 1/2,7 1/8,7 1/2,7 7/8,7 3/4,7 5/8,132 lbs,5 3/4,7 1/4,8,8 1/2,9,8 7/8,8 3/4,154 lbs,6 1/8,7 7/8,8 3/4,9 1/2,10 1/8,10,9 3/4,176 lbs,6 1/2,8 5/8,9 1/2,10 3/8,11 1/8,11 1/8,10 7/8","
        Royal Canin Veterinary Diet Hydrolyzed Protein Adult HP Dry Dog Food",1,"
                        $80.74",/assets/img/ratings/rating-4_7.png,346,25.3-lb bag
"
            By Purina Pro Plan","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.4% min,Calcium,1.0% min,Phosphorus,0.8% min,Selenium,0.3 mg/kg min,Vitamin A,15,000 IU/kg min,Vitamin E,460 IU/kg min,Ascorbic Acid (Vitamin C),70 mg/kg min,Glucosamine,400 ppm min","
        Purina Pro Plan Savor Adult Shredded Blend Chicken & Rice Formula Dry Dog Food",1,"
                        $39.98",/assets/img/ratings/rating-4_8.png,370,35-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,20.0% min,Crude Fat,12.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,0.9% min,Phosphorus,0.7% min,Vitamin E,300 IU/kg min,Omega 3 Fatty Acids,0.75% min,Omega 6 Fatty Acids,2.25% min,Vitamin C,100 mg/kg min,Glucosamine,300 mg/kg min,Up to 15 lbs,1/2 - 1 1/2,16 - 25 lbs,1 1/2 - 2,26 - 40 lbs,2 - 3,41 - 60 lbs,3 - 4,61 - 80 lbs,4 - 5,81 - 100 lbs,5 - 6,100+ lbs,6 + 1/2 per 20 lbs","
        Blue Buffalo Basics Limited Ingredient Grain-Free Formula Turkey & Potato Recipe Adult Dry Dog Food",1,"
                        $49.99",/assets/img/ratings/rating-4_8.png,303,24-lb bag
"
            By Royal Canin Veterinary Diet","Dog,Food","Crude Protein,20.0% min,Crude Fat,4.5% min,Crude Fat,8.5% max,Crude Fiber,3.6% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.09% min,Docosahexaenoic Acid (DHA),0.04% min,4.4 lbs,5/8,3/4,11.0 lbs,1 1/4,1 1/2,22.0 lbs,2 1/8,2 3/8,33.1 lbs,2 7/8,3 1/4,44.1 lbs,3 1/2,4 1/8,55.1 lbs,4 1/8,4 7/8,66.1 lbs,4 3/4,5 1/2,77.2 lbs,5 3/8,6 1/4,88.2 lbs,5 7/8,6 7/8,99.2 lbs,6 1/2,7 1/2,110.2 lbs,7,8 1/8,132.3 lbs,8,9 /4","
        Royal Canin Veterinary Diet Gastrointestinal Low Fat LF Dry Dog Food",1,"
                        $69.69",/assets/img/ratings/rating-4_8.png,609,28.6-lb bag
"
            By Purina Pro Plan","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,4.0% max,Moisture,12.0% max,Linoleic Acid,1.1% min,Calcium (Ca),1.0% min,Phosphorus,0.8% min,Zinc,180 mg/kg min,Selenium,0.3 mg/kg min,Vitamin A,15,000 IU/kg min,Vitamin E,460 IU/kg min,Ascorbic Acid,70 mg/kg min,Glucosamine,400 ppm min,Omega 3 Fatty Acids,0.8%,Omega 6 Fatty Acids,1.3%,3 - 12 lbs,1/2 - 1,13 - 30 lbs,1 - 1 1/2,21 - 35 lbs,1 1/2 - 2 1/4,36 - 50 lbs,2 1/4 - 2 3/4,51 - 75 lbs,2 3/4 - 3 2/3,76 - 100 lbs,3 2/3 - 4 1/2,100+ lbs,Add 1/3 for every 10 lbs over 100 lbs","
        Purina Pro Plan Focus Adult Sensitive Skin & Stomach Formula Dry Dog Food",1,"
                        $41.98",/assets/img/ratings/rating-4_6.png,442,30-lb bag
"
            By Taste of the Wild","Dog,Food","Crude Protein,25.0% min,Crude Fat,15.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,DHA (Docosahexaenoic Acid),0.05% min,Zinc,150 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Taurine,0.05% min,Omega 6 Fatty Acids,2.4% min,Omega 3 Fatty Acids,0.3% min,Total Microorganisms,1,000,000 CFU/lb min","
        Taste of the Wild Sierra Mountain Grain-Free Dry Dog Food",1,"
                        $49.99",/assets/img/ratings/rating-4_8.png,675,30-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,21.0% min,Crude Fat,10.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Docosahexaenoic Acid (DHA),0.05% min,Omega 6 Fatty Acids,2.0% min,Omega 3 Fatty Acids,0.5% min,Up to 10 lbs,1/2 - 1,10 - 20 lbs,1 - 1 2/3,20 - 30 lbs,1 2/3 - 2 1/2,30 - 40 lbs,2 1/2 - 2 3/4,40 - 60 lbs,2 3/4 - 3 3/4,60 - 80 lbs,3 3/4 - 4 3/4,80 - 100 lbs,4 3/4 - 5 1/2","
        Natural Balance L.I.D. Limited Ingredient Diets Sweet Potato & Fish Formula Grain-Free Dry Dog Food",1,"
                        $56.83",/assets/img/ratings/rating-4_7.png,502,26-lb bag
"
            By Purina Pro Plan","Dog,Food","Crude Protein,30.0% min,Crude Fat,20.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.8% min,Calcium,0.9% min,Phosphorus,0.7% min,Selenium,0.3 mg/kg min,Vitamin A,15,000 IU/kg min,Vitamin E,500 IU/kg min,Ascorbic Acid (Vitamin C),100 mg/kg min,Docosahexaenoic Acid (DHA),0.12% min,Eicosapentaenoic Acid (EPA),0.12% min,Glucosamine,500 ppm min","
        Purina Pro Plan Sport All Life Stages Performance 30/20 Formula Dry Dog Food",1,"
                        $41.98",/assets/img/ratings/rating-4_8.png,346,37.5-lb bag
"
            By American Journey","Dog,Food","Crude Protein,32.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Docosahexaenoic Acid (DHA),0.1% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,140 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,150 IU/kg min,Omega 6 Fatty Acids,2.5% min,Omega 3 Fatty Acids,0.7% min,Glucosamine,600 mg/kg min,Chondroitin Sulfate,500 mg/kg min,3 lbs,1/3,6 lbs,1/2,10 lbs,3/4,15 lbs,1,20 lbs,1 1/3,30 lbs,1 3/4,40 lbs,2 1/4,50 lbs,2 2/3,60 lbs,3,70 lbs,3 1/3,80 lbs,3 3/4,90 lbs,4 1/4,100 lbs,4 1/2","
        American Journey Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food",1,"
                        $39.99",/assets/img/ratings/rating-4_6.png,441,24-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,20.0% min,Crude Fat,9.0% min,Crude Fiber,10.0% max,Moisture,10.0% max,Calcium,0.8% min,Phosphorus,0.65% min,Omega 3 Fatty Acids,0.5% min,Omega 6 Fatty Acids,2.0% min,L-Carnitine,100 mg/kg min,Glucosamine,400 mg/kg min,Chondroitin Sulfate,300 mg/kg min,Up to 15 lbs,1/2 - 1,1/2 - 1 1/2,16 - 25 lbs,1 - 1 1/2,1 1/2 - 1 3/4,26 - 40 lbs,1 1/2 - 2 1/4,1 3/4 - 3,41 - 60 lbs,2 1/4 - 3,3 - 4,61 - 80 lbs,3 - 3 3/4,4 - 5,81 - 100 lbs,3 3/4 - 4 1/2,5 - 6,100+ lbs,4 1/2 + 1/2 per 20 lbs,6 + 1/2 per 20 lbs","
        Blue Buffalo Life Protection Formula Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food",1,"
                        $45.99",/assets/img/ratings/rating-4_7.png,459,30-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,20.0% min,Crude Fat,10.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Docosahexaenoic Acid (DHA),0.01% min,Omega 6 Fatty Acids,1.7% min,Omega 3 Fatty Acids,0.5% min,Up to 10 lbs,1/2 - 1,10 - 20 lbs,1 - 1 1/2,20 - 30 lbs,1 1/2 - 2,30 - 40 lbs,2 - 2 1/2,40 - 60 lbs,2 1/2 - 3 3/4,60 - 80 lbs,3 3/4 - 4 1/2,80 - 100 lbs,4 1/2 - 5 1/4","
        Natural Balance L.I.D. Limited Ingredient Diets Sweet Potato & Bison Formula Grain-Free Dry Dog Food",2,"
                        $53.99",/assets/img/ratings/rating-4_7.png,343,26-lb bag
"
            By Purina Pro Plan Veterinary Diets","Dog,Food","Crude Protein ,43.0% min,Crude Fat ,10.0% min,Crude Fiber ,1.0% max,Moisture ,5.0% max,Microorganisms,100,000,000 CFU/g","
        Purina Pro Plan Veterinary Diets FortiFlora Probiotic Dog Supplement",1,"
                        $26.87",/assets/img/ratings/rating-4_8.png,764,"30 count, 1 pack"
"
            By Blue Buffalo","Dog,Food","Crude Protein,34.0% min,Crude Fat,15.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,1.4% min,Phosphorus,0.9% min,Omega 3 Fatty Acids,1.0% min,Omega 6 Fatty Acids,2.5% min,Glucosamine,400 mg/kg min,Up to 15 pounds,1/2 – 1 cup,16 to 25 pounds,1 – 1 3/4 cups,26 to 40 pounds,1 3/4 – 2 1/4 cups,41 to 60 pounds,2 1/4 – 3 1/4 cups,61 to 80 pounds,3 1/4 – 4 cups,81 to 100 pounds,4 – 4 3/4 cups,Over 100 pounds,Feed 4 3/4 cups + 1/2 cup for each additional 20 pounds","
        Blue Buffalo Wilderness Salmon Recipe Grain-Free Dry Dog Food",1,"
                        $49.99",/assets/img/ratings/rating-4_7.png,511,24-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,27.0% min,Crude Fat,16.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.1% min,Phosphorus,0.8% min,Choline,2,750 mg/kg min,ARA,0.04% min,DHA,0.1% min,Omega 3 Fatty Acids,0.75% min,Omega 6 Fatty Acids,3.0% min,Up to 5 lbs,1/2 - 1,1/2 - 3/4,1/2 - 3/4,1/4 - 1/2,6 - 10 lbs,1 - 1 1/2,3/4 - 1,3/4 - 1,1/2 - 3/4,11 - 20 lbs,1 1/2 - 2 3/4,1 - 1 3/4,1 - 1 1/2,3/4 - 1 1/2,21 - 40 lbs,2 3/4- 4 1/2,1 3/4 - 3,1 1/2 - 2 3/4,1 1/2 - 2 1/2,41 - 60 lbs,4 1/2 - 6 1/4,3 - 4,2 3/4 - 3 3/4,2 1/2 - 3 1/4","
        Blue Buffalo Life Protection Formula Puppy Chicken & Brown Rice Recipe Dry Dog Food",2,"
                        $45.99",/assets/img/ratings/rating-4_7.png,251,30-lb bag
"
            By Orijen","Dog,Food","Crude Protein,38.0% min,Crude Fat,18.0% min,Crude Fiber,4.0% max,Moisture,12.0% max,Calcium,1.2% min,Phosphorus,0.9% min,Omega 6 Fatty Acids,3.3% min,Omega 3 Fatty Acids,0.8% min,Docosahexaenoic Acid (DHA),0.2% min,Eicosapentaenoic Acid (EPA),0.2% min,Glucosamine,700 mg/kg min,Chondroitin Sulfate,600 mg/kg min,11 lbs,3/4,1/2,22 lbs,1 1/4,1,44 lbs,2,1 1/3,66 lbs,2 3/4,2,88 lbs,3 1/2,2 1/3,110 lbs,4,2 3/4,132 lbs,4 3/4,3 1/4","
        Orijen Original Grain-Free Dry Dog Food",1,"
                        $78.99",/assets/img/ratings/rating-4_6.png,1337,25-lb bag
"
            By Victor","Dog,Food","Crude Protein,30.0% min,Crude Fat,20.0% min,Crude Fiber,3.8% max,Moisture,9.0% max,Linoleic Acid (Omega 6),2.6% min,Zinc,150 mg/kg min,Selenium,0.4 mg/kg min,Vitamin E,150 IU/kg min,Linolenic Acid (Omega 3),0.4% min,L-Carnitine,50 mg/kg min,DHA,0.1% min,10 lbs,1,20 lbs,1 1/4,30 lbs,1 3/4,40 lbs,2 1/2,60 lbs,3 1/4,80 lbs,3 3/4,100 lbs,4 1/2,1 - 3,75%,25%,4 - 6,50%,50%,7 - 9 ,25%,75%,10+,?,100%","
        Victor Hi-Pro Plus Formula Dry Dog Food",2,"
                        $46.50",/assets/img/ratings/rating-4_8.png,211,40-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,30.0% min,Crude Fat,15.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,1.4% min,Phosphorus,0.9% min,Omega 3 Fatty Acids,0.5% min,Omega 6 Fatty Acids,2.5% min,Glucosamine,400 mg/kg min,Up to 15 pounds,1/2 – 1 1/4 cups,16 to 25 pounds,1 1/4 – 1 3/4 cups,26 to 40 pounds,1 3/4 – 2 1/2 cups,41 to 60 pounds,2 1/2 – 3 1/4 cups,61 to 80 pounds,3 1/4 – 4 1/4 cups,81 to 100 pounds,4 1/4 – 5 cups,Over 100 pounds,Feed 5 cups plus 1/2 cup for each additional 20 pounds","
        Blue Buffalo Wilderness Rocky Mountain Recipe with Red Meat Adult Grain-Free Dry Dog Food",2,"
                        $49.99",/assets/img/ratings/rating-4_7.png,144,22-lb bag
"
            By Orijen","Dog,Food","Crude Protein,38.0% min,Crude Fat,18.0% min,Crude Fiber,4.0% max,Moisture,12.0% max,Calcium,1.4% min,Phosphorus,1.2% min,Omega 6 Fatty Acids,2.3% min,Omega 3 Fatty Acids,2.0% min,Docosahexaenoic Acid (DHA),1.0% min,Eicosapentaenoic Acid (EPA),0.6% min,Glucosamine,800 mg/kg min,Chondroitin Sulfate,600 mg/kg min,Up to 11 pounds ,3/4 cup per day ,1/2 cup per day ,12 - 22 pounds ,1 1/4 cups per day ,1 cup per day ,23 pounds - 44 pounds ,2 cups per day ,1 1/3 cups per day ,45 - 66 pounds ,2 3/4 cups per day ,2 cups per day ,67 - 88 pounds ,3 1/2 cups per day ,2 1/3 cups per day ,89 - 110 pounds ,4 cups per day ,2 3/4 cups per day ,111 - 132 pounds ,4 3/4 cups per day ,3 1/4 cups per day ","
        Orijen 6 Fish Grain-Free Formula Dry Dog Food",2,"
                        $90.99",/assets/img/ratings/rating-4_7.png,708,25-lb bag
"
            By Blue Buffalo","Dog,Food","Crude Protein,8.5% min,Crude Fat,5.5% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Blue Buffalo Homestyle Recipe Chicken Dinner with Garden Vegetables & Brown Rice Canned Dog Food, 12.5-oz, case of 12",2,"
                        $23.99",/assets/img/ratings/rating-4_7.png,159,
